id,title,album,artist_name,genre,year,length,bitrate,lyrics,album_id,artist_id
16720,Stuck In A Loop,State Of Trance,Stoneface & Terminal,Trance,2013,308759,128000,,1120,796
16721,Nidanganye (ft Diamond),"Swahili, Exclusive",Sheta,Swahili,2013,227020,128000,,1194,2552
16722,How long has this been going o,The Jazz Ultim,Best of Jazz,Jazz,1970,134381,128000,,1167,2233
16723,Far Side Banks of Jordan,The Legend,Johnny Cash,Country,2005,162533,202355,,89,39
16724,Kate,The Legend,Johnny Cash,Country,2005,137221,231315,,89,39
16725,Old Shep,The Legend,Johnny Cash,Country,2005,143046,170673,,89,39
16726,The Big Light,The Legend,Johnny Cash,Country,2005,161645,207731,,89,39
16727,A Friend Indeed,The Runaway Jazz,Michael Bell,Jazz,2015,153991,320000,,1168,2279
16728,Dirty Diana,The Very Best Of Michael Jackson,Michael Jackson,Pop,2009,281234,320000,,556,443
16729,Yey [Deluxe Edition Bonus Track] (ft Grady Babyz),Trouble,Akon,R&B,2004,271960,192000,,659,469
16730,King Of The Jungle,Unreleased,Drake,Hip-Hop,2014,119163,160000,,209,184
16731,Open Your Eyes,Up to Now (The Best Of Snow Patrol),Snow Patrol,Rock,2009,338860,188469,,1049,22
16732,Asili Ya muziki,"Zilizopendwa, 1980's",Remmy Ongala,Zilizopendwa,1998,334018,128000,,1195,2567
16733,Something,1,The Beatles,Pop,2000,183850,192000,,617,458
16734,Fight for Your Right (1986),1980-1990's Rap,Beastie Boys,Hip-Hop,1980,207595,192000,,1163,2128
16735,It Must Be Love,30 Classic Tracks,Don Williams,Country,2009,143908,192000,,68,32
16736,Seasons Change,Before The Party,Chris Brown,Hip-Hop,2015,225154,320000,,197,53
16737,Wild Flower,Best 100 Instrumental Songs,Richard Clayderman,Instrumentals,2005,176039,320000,,410,308
16738,On My Way,Best Of 2016,Axwell & Ingrosso,Dance,2016,271683,320000,,121,84
16739,Celebration (February 1981),Best Of 80s,Kool & The Gang,Collection,1983,297665,192000,,1124,945
16740,Summer Wind (Extended Mix) (ft Moona & Delirio),Best Summer 99 Smiles,Giodanew,House,2015,341394,320000,,1164,2187
16741,I Almost Lost My Mind,Billboard 1956,Pat Boone,Collection,1956,155392,128000,,1125,1013
16742,Silhouettes,Billboard 1957,Rays,Collection,1957,169393,128000,,1126,1084
16743,He's Got The Whole World,Billboard 1958,Laurie London,Collection,1958,138230,128000,,1127,1137
16744,Why,Billboard 1959,Frankie Avalon,Collection,1959,155287,128000,,1128,1169
16745,Don't Worry,Billboard 1961,Marty Robbins,Collection,1961,191578,128000,,1129,1087
16746,Cracklin' Rosie,Billboard 1970,Neil Diamond,Collection,1970,179613,128000,,1130,1305
16747,Have You Seen Her,Billboard 1971,Chi-Lites,Collection,1971,310951,128000,,1131,1371
16748,It's Too Late To Turn Back Now,Billboard 1972,Cornelius Brothers & Sister Rose,Collection,1972,201305,128000,,1132,1366
16749,Who's That Lady,Billboard 1973,Isley Brothers,Collection,1973,336829,128000,,1133,1475
16750,Nothing From Nothing,Billboard 1974,Billy Preston,Collection,1974,157456,128000,,1134,1429
16751,Jigsaw-Sky High,Billboard 1975,Jigsaw,Collection,1975,173625,128000,,1135,1567
16752,Nadia's Theme from The Young and the Restless,Billboard 1976,Perry Botkin Jr.,Collection,1976,205361,128000,,1136,1606
16753,Southern Night,Billboard 1977,Glen Campbell,Collection,1977,181355,128000,,1137,1560
16754,Take a Chance on Me,Billboard 1978,ABBA,Collection,1978,242334,128000,,1138,0
16755,Heart Of Glass,Billboard 1979,Blondie,Collection,1979,283746,128000,,1139,928
16756,Heart Of Glass,Billboard 1979,Blondie,Collection,1979,283746,128000,,1139,928
16757,Working My Way Back To You,Billboard 1980,Spinners,Collection,1980,244499,128000,,1140,1446
16758,Working My Way Back To You,Billboard 1980,Spinners,Collection,1980,244499,128000,,1140,1446
16759,Just the Two of Us,Billboard 1981,"Grover Washington, Jr",Collection,1981,446463,128000,,1141,1783
16760,Just the Two of Us,Billboard 1981,"Grover Washington, Jr",Collection,1981,446463,128000,,1141,1783
16761,Cool It Now,Billboard 1985,New Edition,Collection,1985,340547,128000,,1142,1819
16762,Cool It Now,Billboard 1985,New Edition,Collection,1985,340547,128000,,1142,1819
16763,Conga (& Miami Sound Machine),Billboard 1986,Gloria Estefan,Collection,1986,360383,128000,,1143,1859
16764,Conga (& Miami Sound Machine),Billboard 1986,Gloria Estefan,Collection,1986,360383,128000,,1143,1859
16765,Shakedown,Billboard 1987,Bob Seger,Collection,1987,244153,128000,,1144,1670
16766,Shakedown,Billboard 1987,Bob Seger,Collection,1987,244153,128000,,1144,1670
16767,Love Bites,Billboard 1988,Def Lepard,Collection,1988,326430,160000,,1145,1936
16768,Love Bites,Billboard 1988,Def Lepard,Collection,1988,326430,160000,,1145,1936
16769, Toy soldier,Billboard 1989,Martika,Collection,1989,280257,128000,,1146,994
16770, Toy soldier,Billboard 1989,Martika,Collection,1989,280257,128000,,1146,994
16771, She Ain't Worth It,Billboard 1990,Glenn Medeiros,Collection,1990,218768,128000,,1147,1924
16772, She Ain't Worth It,Billboard 1990,Glenn Medeiros,Collection,1990,218768,128000,,1147,1924
16773,Burning Up,Celebration (Deluxe),Madonna,Pop,2009,222908,320000,,525,441
16774,The Mighty Everglades,Come Intro My World Vol. 3,Jim Reeves,Country,2013,165668,192000,,79,37
16775,Chanting  On,Culture (1970's - 2000),Culture,Reggaeton,1970,278296,160000,,1206,2642
16776,Back On My Grizzy,Da Drought 3 (Mixtape),Lil Wayne,Hip-Hop,2007,1296753,32000,,282,238
16777,Outta Here,Dedication 2,Lil Wayne,Hip-Hop,2006,57349,128000,,283,238
16778,Living Legend Interlude,Dedication 5,Lil Wayne,Hip-Hop,2013,46524,256000,,285,238
16779,Letter To The Game,"DJ Mebbe presents Vol. 26, September 2010",Mario,Slow Jam,2010,227748,160000,,1187,2389
16780,I Wish You Peace,"Eagles, Ultimate Greatest Hits",The Eagles,Country Rock,2013,225071,222085,,1159,49
16781,Pressure,Favourite R&B 1970-2010,Billy Ocean,R&B,2000,366251,128000,,1175,481
16782,Tusk,"Fleetwood Mac, Mixed",Fleetwood Mac,Rock,1980,210195,128000,,1182,590
16783, Dati Petrole,Franco Luambo (90's),Franco Luambo,Rhumba,1994,489967,128000,,1196,2437
16784,Dati Petrole,Franco Luambo Luanzo Makiadi 1990's,Franco Luambo,Rhumba,1994,489964,128000,,1178,2437
16785,Beez In The Trap (ft 2 Chainz),G.O.O.D Vs. YMCMB,Nicki Minaj,Hip-Hop,2012,172865,320000,,371,239
16786,Beez In The Trap (ft 2 Chainz),G.O.O.D Vs. YMCMB,Nicki Minaj,Hip-Hop,2012,172865,320000,,371,239
16787,Love Story,Good R&B Mixed   Redmp3.Me,Taylor Swift,R&B,2015,234266,192000,,763,79
16788,I'm Talking About You,Greatest Hits,Chuck Berry,Oldies,1984,107382,112000,,1171,1100
16789,Under Control,Halcyon Days (Deluxe Edition),Ellie Goulding,Pop,2012,248477,320000,,496,104
16790,Colossus (Edit) (ft Row Rocka),"Hardwell Presents Revealed, Vol. 6",Hardwell,Electronic,2015,195497,320000,,137,113
16791,Blueberry Hill,Hello Louis!,Louis Armstrong,Jazz,1990,172959,160000,,421,383
16792,Three Teardrops,Jim Reeves    151 200 Archive.Org,Jim Reeves,Country,1950,198008,320000,,80,37
16793,Mexican Joe,Jim Reeves 0,Jim Reeves,Country,1950,158302,192000,,81,37
16794,Missing You Side One,Jim Reeves 201 265 Archive.Org,Jim Reeves,Country,1950,897044,320000,,82,37
16795,Bones,Live From The Royal Albert Hall,The Killers,Rock,2009,252734,190237,,1062,286
16796,1. 4_1-Squ4Rewiththeuniverse. Wma,Mr. Robot Season 1 Vol. 1,Mac Quayle,Soundtrack,2016,177929,320000,,1219,2668
16797,EX.FACTOR,Ms Hill,Lauryn Hill,Hip-Hop,2008,323657,157554,,279,237
16798,The Hills,No Ceilings 2,Lil Wayne,Hip-Hop,2015,257938,320000,,290,238
16799,Love's Theme,"NV, Fast (Sx)",Kim Waters,Smooth Jazz,2000,266385,48000,,1084,641
16800,So Beautiful (ft Daniel D - Saxo & Steve Oliver - Guitar),"NV, Slow (Sx)",Will Donato,Smooth Jazz,2000,287791,96009,,1088,655
16801,Green With Black Shutters (Speech),"On Air Live At The Bbc, Vol. 2",The Beatles,Pop,2013,56346,320000,,625,458
16802,P. S. I Love You,"On Air Live At The Bbc, Vol. 2",The Beatles,Pop,2013,119405,320000,,625,458
16803,Gettin' Over [Ft. Chris Willis] [Club Version Mixee],One Love (Special Edition),David Guetta,Dance,2009,211121,320000,,120,54
16804,The Only Exception (Live at Red Rocks),Paramore Self-Titled (Deluxe),Paramore,Rock,2014,279588,320000,,1036,21
16805,Keep Your Eyes on the Prize!,"Piano, Sing To Jah",Watch Tower,Instrumentals,2009,197695,192000,,411,378
16806,Kool,Rango (2011)   Soundtrack,Reggie Codrington,Soundtrack,2011,315480,192000,,1110,721
16807,Karibou Yangu,Rhumba Loaded (1900's),Mbilia Bel; Laddy Issa; Tshala Muana; Faya Tess,Rhumba,1970,379689,192000,,1235,0
16808,Whispers,Rnb 1999-2007,Elton John,R&B,2000,329415,128000,,1176,494
16809,I Wanna Be Close,Rnbb 1985-2010,Avant,R&B,2000,233521,48000,,1177,473
16810,Mala,SALSA 2014,Haila,Salsa,2014,277080,320000,,1186,2464
16811,Just Be Good To Me,"Soul Mixed, 1980's",SOS Band,Soul,1985,542969,48000,,1189,2515
16812,Lesson 24,Spanish 01,Pimsleur,Speech,2002,1766691,32000,,1222,2679
16813,Save The World  Punk (Arty Rock-N-Rolla Mix),State Of Trance,Swedish House Mafia,Trance,2013,422617,128000,,1120,779
16814,Catharsis,State Of Trance August Edition,Amir Hussain,Trance,2013,255620,128000,,1121,838
16815,Niite Basi,"Swahili, Exclusive",Joslin,Swahili,2013,133015,64009,,1194,2539
16816,Parker's Mood - Short Take 2,The Jazz Ultim,Charlie Parker,Jazz,1970,133339,192000,,1167,2215
16817,Highway Patrolman,The Legend,Johnny Cash,Country,2005,321488,191931,,89,39
16818,I'll Be All Smiles Tonight,The Legend,Johnny Cash,Country,2005,168568,126825,,89,39
16819,It Takes One to Know Me,The Legend,Johnny Cash,Country,2005,216241,203716,,89,39
16820,Oney,The Legend,Johnny Cash,Country,2005,185495,211318,,89,39
16821,A Little Me Time (Instumental),The Runaway Jazz,Sean Balli,Jazz,2015,211539,320000,,1168,2280
16822,I Get Lonely Too,Unreleased,Drake,Hip-Hop,2014,262235,160000,,209,184
16823,Dark Roman Wine,Up to Now (The Best Of Snow Patrol),Snow Patrol,Rock,2009,256104,177509,,1049,22
16824,Asili ya mziki,"Zilizopendwa, 1980's",Remmy Ongala,Zilizopendwa,1998,333991,128000,,1195,2567
16825,Storybook Children,30 Classic Tracks,Don Williams,Country,2009,149237,192000,,68,32
16826,Roses Turn Blue,Before The Party,Chris Brown,Hip-Hop,2015,250018,320000,,197,53
16827,Autumn Leaves,Best 100 Instrumental Songs,Roger Williams,Instrumentals,2005,181054,320000,,410,322
16828,Something New,Best Of 2016,Axwell & Ingrosso,Dance,2016,252744,320000,,121,84
16829,Let My Love Open The Door (August 1980),Best Of 80s,Pete Townshend,Collection,1983,298030,192000,,1124,946
16830,Di'ja Vu (Benny Benassi Club Remix)(ft Sia),Best Summer 99 Smiles,Giorgio Moroder,House,2015,290899,320000,,1164,2188
16831,I'm In Love Again,Billboard 1956,Fats Domino,Collection,1956,124303,128000,,1125,1014
16832,Round & Round,Billboard 1957,Perry Como,Collection,1957,156175,128000,,1126,1029
16833,The Purple People Eater,Billboard 1958,Disney,Collection,1958,135951,128000,,1127,1138
16834,In The Mood,Billboard 1959,Ernie Fields,Collection,1959,156253,128000,,1128,1191
16835,A Hundred Pounds Of Clay,Billboard 1961,Gene McDaniels,Collection,1961,140647,128000,,1129,1248
16836,Thank You For Letting Me Be Myself Again,Billboard 1970,Sly & The Family Stone,Collection,1970,286992,128000,,1130,1306
16837,The Night They Drove Old Dixie Down,Billboard 1971,Joan Baez,Collection,1971,204944,128000,,1131,1372
16838,Daddy Don't You Walk So Fast,Billboard 1972,Wayne Newton,Collection,1972,204743,128000,,1132,1427
16839,You Are The Sunshine Of My Life,Billboard 1973,Stevie Wonder,Collection,1973,175912,128000,,1133,555
16840,Let Me Be There,Billboard 1974,Olivia Newton John,Collection,1974,178704,128000,,1134,938
16841,At Seventeen,Billboard 1975,Janis Ian,Collection,1975,235663,128000,,1135,1568
16842,Afternoon Delight,Billboard 1976,Starland Vocal Band,Collection,1976,196222,128000,,1136,1607
16843,New Kid In Town,Billboard 1977,Eagles,Collection,1977,242463,128000,,1137,1455
16844,How Much I Feel,Billboard 1978,Ambrosia,Collection,1978,283958,128000,,1138,1691
16845,Send One Your Love,Billboard 1979,Stevie Wonder,Collection,1979,244532,128000,,1139,555
16846,Send One Your Love,Billboard 1979,Stevie Wonder,Collection,1979,244532,128000,,1139,555
16847,Coward Of The Country,Billboard 1980,Kenny Rogers,Collection,1980,272272,128000,,1140,40
16848,Coward Of The Country,Billboard 1980,Kenny Rogers,Collection,1980,272272,128000,,1140,40
16849,Stars On 45,Billboard 1981,Stars On 45,Collection,1981,285580,160000,,1141,1784
16850,Stars On 45,Billboard 1981,Stars On 45,Collection,1981,285580,160000,,1141,1784
16851,Part Time Lover,Billboard 1985,Stevie Wonder,Collection,1985,223521,128000,,1142,555
16852,Part Time Lover,Billboard 1985,Stevie Wonder,Collection,1985,223521,128000,,1142,555
16853,Secret Lovers,Billboard 1986,Atlantic Starr,Collection,1986,331039,128000,,1143,506
16854,Secret Lovers,Billboard 1986,Atlantic Starr,Collection,1986,331039,128000,,1143,506
16855,Notorious,Billboard 1987,Duran Duran,Collection,1987,260067,128000,,1144,949
16856,Notorious,Billboard 1987,Duran Duran,Collection,1987,260067,128000,,1144,949
16857, Like A Prayer,Billboard 1989,Madonna,Collection,1989,351503,128000,,1146,441
16858, Like A Prayer,Billboard 1989,Madonna,Collection,1989,351503,128000,,1146,441
16859, Blaze of Glory,Billboard 1990,Jon Bon Jovi,Collection,1990,80083,128000,,1147,1962
16860, Blaze of Glory,Billboard 1990,Jon Bon Jovi,Collection,1990,80083,128000,,1147,1962
16861, Tara Kemp (Dj Escape),Billboard 1991,Hold You Tight,Collection,1991,491948,192000,,1148,2038
16862, Tara Kemp (Dj Escape),Billboard 1991,Hold You Tight,Collection,1991,491948,192000,,1148,2038
16863,Crazy For You,Celebration (Deluxe),Madonna,Pop,2009,224319,320000,,525,441
16864,Chinney Man,Culture (1970's - 2000),Culture,Reggaeton,1970,209072,160000,,1206,2642
16865,Georgia Bush & Weezy’s Ambitionz,Dedication 2,Lil Wayne,Hip-Hop,2006,451225,128000,,283,238
16866,Cream ft. Euro,Dedication 5,Lil Wayne,Hip-Hop,2013,207516,256000,,285,238
16867,Finally Found Ya,"DJ Mebbe presents Vol. 26, September 2010",Matt Pokora,Slow Jam,2010,237590,320000,,1187,2494
16868,Honey Love (ft Clyde McPhatter),Doo Wop The R&B Vocal Group Sound 1950-1960,The Drifters,Country,2011,141836,128000,,105,47
16869,After The Thrill Is Gone,"Eagles, Ultimate Greatest Hits",The Eagles,Country Rock,2013,236669,237105,,1159,49
16870,Suddenly,Favourite R&B 1970-2010,Billy Ocean,R&B,2000,232961,128000,,1175,481
16871,Blue Letter,"Fleetwood Mac, Mixed",Fleetwood Mac,Rock,1980,161074,256000,,1182,590
16872, Tres Fache,Franco Luambo (90's),Franco Luambo,Rhumba,1994,1241122,128000,,1196,2437
16873,Tres Fache,Franco Luambo Luanzo Makiadi 1990's,Franco Luambo,Rhumba,1994,1241119,128000,,1178,2437
16874,Smell It One Me (ft 2 Chainz),G.O.O.D Vs. YMCMB,2 Chainz,Hip-Hop,2012,173700,320000,,371,165
16875,Smell It One Me (ft 2 Chainz),G.O.O.D Vs. YMCMB,2 Chainz,Hip-Hop,2012,173700,320000,,371,165
16876,Baby Love,Good R&B Mixed   Redmp3.Me,The Supremes,R&B,2015,159033,192000,,763,511
16877,Come On,Greatest Hits,Chuck Berry,Oldies,1984,109759,112000,,1171,1100
16878,Flashlight (DJ Fresh),Halcyon Days (Deluxe Edition),Ellie Goulding,Pop,2012,215902,320000,,496,104
16879,Pure Noise (ft Dyro),"Hardwell Presents Revealed, Vol. 6",Hardwell,Electronic,2015,317596,320000,,137,113
16880,Hellza Poppin,Hello Louis!,Louis Armstrong,Jazz,1990,153853,160000,,421,383
16881,Bonus Track 1,In The Carter Chronicles (Bootleg),Lil Wayne,Hip-Hop,2008,208404,148557,,288,238
16882,Throw Another Log On The Fire,Jim Reeves    151 200 Archive.Org,Jim Reeves,Country,1950,111020,320000,,80,37
16883,Mona Lisa,Jim Reeves 0,Jim Reeves,Country,1950,168698,192000,,81,37
16884,Missing You Side Two,Jim Reeves 201 265 Archive.Org,Jim Reeves,Country,1950,897018,320000,,82,37
16885,Jenny Was A Friend Of Mine,Live From The Royal Albert Hall,The Killers,Rock,2009,279196,198186,,1062,286
16886,1. 4_2-Impenetrable. Sd2,Mr. Robot Season 1 Vol. 1,Mac Quayle,Soundtrack,2016,144754,320000,,1219,2668
16887,NOTHING EVEN MATTER,Ms Hill,Lauryn Hill,Hip-Hop,2008,349675,132080,,279,237
16888,I Can't Stop Loving You,"NV, Slow (Sx)",Kem,Smooth Jazz,2000,278246,48000,,1088,620
16889,Kansas CityHey-Hey-Hey!,"On Air Live At The Bbc, Vol. 2",The Beatles,Pop,2013,163395,320000,,625,458
16890,Please Mister Postman,"On Air Live At The Bbc, Vol. 2",The Beatles,Pop,2013,136568,320000,,625,458
16891,It's The Way You Love Me [Ft. Kelly Rowland] [Final Version Mixee],One Love (Special Edition),David Guetta,Dance,2009,251559,320000,,120,54
16892,Brick by Boring Brick (Live at Red Rocks),Paramore Self-Titled (Deluxe),Paramore,Rock,2014,293825,320000,,1036,21
16893,Proof of Discipleship,"Piano, Sing To Jah",Watch Tower,Instrumentals,2009,138042,192000,,411,378
16894,Reflection,Rango (2011)   Soundtrack,Reggie Codrington,Soundtrack,2011,244323,192000,,1110,721
16895, Selia Zozo,Rhumba Loaded (1900's),Papa Noel,Rhumba,1970,519775,128000,,1235,2685
16896,Imagination,Rnbb 1985-2010,Avant,R&B,2000,231511,128000,,1177,473
16897,Hoy Solo Me Queda Decir Adios (feat. Jessee Suarez),SALSA 2014,Mary L,Salsa,2014,279640,320000,,1186,2476
16898,No One's Gonna Love You,"Soul Mixed, 1980's",SOS Band,Soul,1985,402823,48000,,1189,2515
16899,Lesson 25,Spanish 01,Pimsleur,Speech,2002,1779456,96000,,1222,2679
16900,Rise Again (Omnia Remix),State Of Trance,Ronski Speed Ft. Lucy Saunders,Trance,2013,333385,128000,,1120,797
16901,Refresh,State Of Trance August Edition,Ben Nicky & James Dymond,Trance,2013,216692,128000,,1121,839
16902,Nyongwa,"Swahili, Exclusive",Mejja,Swahili,2013,247536,192005,,1194,2547
16903,Belleville,The Jazz Ultim,Django Reinhardt & The air transport command band,Jazz,1970,134077,128000,,1167,2249
16904,Any Old Wind That Blows,The Legend,Johnny Cash,Country,2005,166661,201450,,89,39
16905,I'm Never Gonna Roam Again,The Legend,Johnny Cash,Country,2005,154958,197350,,89,39
16906,New Years Dreamin,The Runaway Jazz,William Pearson,Jazz,2015,228519,320000,,1168,2281
16907,Burn This Disco Out,The Very Best Of Michael Jackson,Michael Jackson,Pop,2009,222667,320000,,556,443
16908,Control (Feat. Olivia),Unreleased,Drake,Hip-Hop,2014,220873,192000,,209,184
16909,Fifteen Minutes Old,Up to Now (The Best Of Snow Patrol),Snow Patrol,Rock,2009,186958,175111,,1049,22
16910,Ngalula,"Zilizopendwa, 1980's",Remmy Ongala,Zilizopendwa,1998,348567,128000,,1195,2567
16911,On Her Way To Be A Woman,30 Classic Tracks,Don Williams,Country,2009,160940,192000,,68,32
16912,Second Hand Love,Before The Party,Chris Brown,Hip-Hop,2015,233938,320000,,197,53
16913,Somewhere Over The Rainbow,Best 100 Instrumental Songs,Impellitteri,Instrumentals,2005,324048,320000,,410,323
16914,Who I Am (Back To The Future Mix) (ft. Christian Burns  Marc Benjamin),Best Of 2016,Benny Benassi,Dance,2016,224769,320000,,121,85
16915,Tainted Love (July 1982),Best Of 80s,Soft Cell,Collection,1983,162246,192000,,1124,947
16916,Get Up! (Radio Edit)(& Frontload),Best Summer 99 Smiles,Global Deejays,House,2015,186592,320000,,1164,2190
16917,Standing On The Corner                   ,Billboard 1956,Four Lads,Collection,1956,173401,128000,,1125,1015
16918,Whole Lotta Shakin Going On,Billboard 1957,Jerry Lee Lewis,Collection,1957,171771,128000,,1126,1085
16919,Bird Dog                      ,Billboard 1958,Everly Brothers,Collection,1958,137525,128000,,1127,1079
16920,The Happy Organ,Billboard 1959,Dave 'Baby' Cortez,Collection,1959,126762,128000,,1128,1192
16921,Take Good Care of my Baby,Billboard 1961,Bobby Vee,Collection,1961,146171,128000,,1129,1243
16922,Fire & Rain,Billboard 1970,James Taylor,Collection,1970,202511,128000,,1130,1307
16923,Want Ads,Billboard 1971,Honeyu Cone,Collection,1971,168034,128000,,1131,1373
16924,Song Sung Blue,Billboard 1972,Neil Diamond,Collection,1972,195215,128000,,1132,1305
